title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels,length
全世界只有中国人实现的“西瓜自由”！全靠这位奶奶！,BV1oX4y1b7od,https://b23.tv/BV1oX4y1b7od,橘右美美子,4006460,7437,7181,466861,81307,45130,2732,"['知识分享官', '知识', '科学科普', '西瓜', '水果', '冷知识', '历史', '科普', '夏天', '中国', '奶奶', '吴明珠']",80
千万别脱离互联网太久,BV1qV4y1z7mZ,https://b23.tv/BV1qV4y1z7mZ,粤知一二,6989682,5798,3582,508552,8705,50005,3226,"['搞笑研究所', '生活', '搞笑', '粤语', '互联网', '搞笑', '广东', '奇葩', '高能', '郭嘉峰', '吐槽', '粤知一二', '搞笑研究所2023 4.0']",397
亚洲最大“高考工厂”到底长啥样？带你直击最真实的毛坦厂！,BV1PV4y1S7Hm,https://b23.tv/BV1PV4y1S7Hm,直男Talk,657068,1884,3089,55904,3142,4838,2400,"['Panorama', '知识', '财经商业', '高考', '财经', '2023高考季', '毛坦厂']",323
90秒速通崩铁剧情【星穹铁道极速版】,BV1qh4y1s7dx,https://b23.tv/BV1qh4y1s7dx,吾心如一,3967230,3846,2196,459028,76707,131549,57779,"['崩坏：星穹铁道创作者激励计划', '游戏', '手机游戏', '手书', '搞笑', '手机游戏', '剧情', '动画', '星穹铁道', '崩铁剧情', '自制动画', '沙雕']",98
洛天依&HoneyWorks| Ah~今天一定要传递爱意，好きなんです 【恋爱色魔法】,BV1pX4y1a7Cd,https://b23.tv/BV1pX4y1a7Cd,洛天依,1121274,2355,3578,166589,34231,48818,7052,"['恋爱色魔法', 'Vsinger创作激励计划', '音乐', 'VOCALOID·UTAU', '洛天依', '手书', '虚拟歌手', '原创歌曲', '洛天依日语', '动画', '恋爱', '洛天依AI', 'HoneyWorks', 'Vsinger创作激励计划·2023三期']",239
一个班的学生委托我改造他们的班主任,BV1To4y1T7SW,https://b23.tv/BV1To4y1T7SW,良田田田,2532443,1911,1287,363888,16190,16323,1549,"['时尚', '时尚潮流', '穿搭', '美妆', '日常']",278
带海皇吃了3天炸鸡，瘦了5斤,BV1kX4y1t7QJ,https://b23.tv/BV1kX4y1t7QJ,叔贵,7214220,4867,1936,321465,55312,127658,8092,"['运动', '健身', '减肥', '健身', '外星人电解质水', '补充电解质就喝外星⼈']",431
国之美·冈仁波齐,BV17V4y1U7Dt,https://b23.tv/BV17V4y1U7Dt,摄影家罗红,591366,536,574,59090,4394,12341,3466,"['跟着UP主出行看世界', '生活', '出行', '航拍', '风景', '中国', '转山', '神山', 'bilibili旅行奇遇记']",238
网红被堵戛纳门口，竟然和巩俐龚俊一起走红毯？,BV1yz4y1i71G,https://b23.tv/BV1yz4y1i71G,AHALOLO,729820,2560,954,40460,13613,3215,317,"['什么是时尚', '时尚', '时尚潮流', '周冬雨', '刘昊然', '龚俊', '巩俐', '戛纳', '夺宝奇兵', 'ahalolo', '圣罗兰', '巴黎世家']",785
如果快乐就行！那这也算多巴胺穿搭吧......,BV13k4y1s7AD,https://b23.tv/BV13k4y1s7AD,怪力阿猛,320608,1173,532,26243,17800,2334,455,"['水手公园', 'B-buy时尚服饰大赏', '时尚', '穿搭', '种草', '穿搭', '搞笑', '日常', '时尚', '分享', '多巴胺', '小缸和阿灿']",134
自制水路两栖钓鱼房车,BV1HP411D7Rj,https://b23.tv/BV1HP411D7Rj,手工耿,8118539,75831,20744,673345,315100,93187,90879,"['Just Blue', '科技', '极客DIY', '房车', '钓鱼', '制作', '电小二户外电源', '制作过程', '两栖', '水路']",753
《防空模拟器》,BV1qk4y1x72X,https://b23.tv/BV1qk4y1x72X,马鹿blyat,7518621,6682,7607,556277,155610,84040,73007,"['Kickstart My Heart (Epic Version)', '科技猎手2023', '科技', '极客DIY', '航空', 'DIY', '搞笑', '军事', '模拟', '游戏']",194
10元一份，文旅局长带我吃才知道，这碗粉为什么会火爆云南！,BV1no4y1M7PM,https://b23.tv/BV1no4y1M7PM,盗月社食遇记,3625401,13673,8519,341629,206422,37780,18062,"['政在联动中', '美食', '美食侦探', '搞笑', '街头小吃', '生活记录', '文旅局长', '云南美食', '饵丝', '碳水', '生机勃勃的春天！']",786
【邓紫棋的VLOG】马尔代夫-天堂之旅,BV1Yk4y1W7sX,https://b23.tv/BV1Yk4y1W7sX,GEM鄧紫棋,5822556,11082,6050,385953,78652,77398,26098,"['好想好想你', '音乐', '音乐综合', '邓紫棋', 'VLOG', 'GEM邓紫棋', 'GEM', 'G.E.M.邓紫棋']",687
《重返未来：1999》公测PV上映：雨幕之间 时代重映,BV1rk4y1L73b,https://b23.tv/BV1rk4y1L73b,重返未来1999,5418542,2813,14083,127447,30368,36571,37870,"['游戏', '手机游戏', '重返未来1999', 'PV', '近代复古', '深蓝互动', '重返未来1999公测', '公测', '神秘学']",120
世纪大奔现！UP主与粉丝的拉萨之约！【令人澎湃的西藏】泪目收官,BV1f8411Z7R1,https://b23.tv/BV1f8411Z7R1,好奇星人知识喵,2226864,2722,396,29427,3559,4857,527,[],0
猜错了扣工资！！！,BV1nu4y1f78E,https://b23.tv/BV1nu4y1f78E,高斯Goh,8730539,16730,2673,340298,105540,97097,3590,"['万物皆可游戏', '游戏', '桌游棋牌', '搞笑', '桌游', '生活', '逗比', '幽默', '日常', '沙雕', '整活', '小潮team']",828
保护小潮院长,BV1rM4y1v7Vo,https://b23.tv/BV1rM4y1v7Vo,杜海皇,7924590,12353,2983,322847,89434,91478,4446,"['万物皆可游戏', '游戏', '单机游戏', '我的世界', '沙盒游戏', '搞笑', '单机游戏', '逗比', '游戏', 'minecraft', '沙雕', '杜海皇']",642
白银亚索vs王者拉克丝，嘴强还是真强？真金白银vs最强王者#3,BV1TP411X7Rn,https://b23.tv/BV1TP411X7Rn,上单老祖,3650366,13142,10507,217021,35614,9737,16473,"['2023英雄联盟MSI', '游戏', '电子竞技', '亚索', '英雄联盟', '最强王者', '拉克丝', '真金白银']",535
6天6种人民币背景 挑战完成.祖国大好河山,BV1Fk4y1s7DX,https://b23.tv/BV1Fk4y1s7DX,旺仔有内涵,3671560,2525,4527,607523,182853,40817,4522,"['生活', '搞笑', '旅游', '中国', '大好河山', '人民币', '挑战']",97
自己动手❗️改造父母卧室的第二天，自制无主灯吊顶,BV1Hs4y1T77L,https://b23.tv/BV1Hs4y1T77L,在逃许师傅,844878,1059,1660,128842,7732,8197,1556,"['开心往前飞', '这房子有点东西', '生活', '家居房产', '中国风', '手工DIY', '轻钢龙骨吊顶', '无主灯吊顶', '旧房改造', '卧室改造', '卧室装修', '卧室设计']",123
【STN快报第七季17】科乐美游戏开发第一步，开发律师函,BV1kM4y1i7vL,https://b23.tv/BV1kM4y1i7vL,STN工作室,1600383,17451,2330,120932,81163,19415,3466,"['游戏', '单机游戏', '塞尔达', '逃生', '微软', '索尼', '射雕', '2077', '魂', '科乐美', 'lol']",1386
谁能比拉姆更倒霉？【小约翰】,BV1rM4y1e7XK,https://b23.tv/BV1rM4y1e7XK,小约翰可汗,3928713,27107,5298,298491,155974,53419,11608,"['重返未来1999创作者激励计划', '知识', '人文历史', '重返未来1999', '历史', '人文', '手游', '奇闻', '知识', '游戏', '剧情', '世界史']",1573
《原神》过场动画-「流星知愿」,BV1Zh4y1x7RL,https://b23.tv/BV1Zh4y1x7RL,原神,2748377,10824,29989,251125,184132,97831,33174,"['游戏', '手机游戏', '原神', '宵宫', '流星知愿', '原神3.7', 'miHoYo']",164
今天骑它去镇上拿快递，为了赶时间只能边骑边做饭,BV1cX4y1a7iC,https://b23.tv/BV1cX4y1a7iC,乡野小罗呀,4241737,4543,3703,328696,12278,30922,30998,"['科技', '科工机械', '户外', '蒸汽自行车']",147
童年那么长，原来也就一首歌的时间啊！,BV1Xk4y1W7jT,https://b23.tv/BV1Xk4y1W7jT,央视新闻,6039557,66009,20021,700479,296765,234722,78981,"['小时候最想要的动画道具', '动画', '综合', '回忆', '童年', '童年经典', '儿童节', '六一', '动画园游会']",243
《崩坏：星穹铁道》1.1版本「银河漫游」前瞻特别节目,BV1Xu411W7Sp,https://b23.tv/BV1Xu411W7Sp,崩坏星穹铁道,2841855,30425,15782,178950,35657,26404,11266,"['游戏', '手机游戏', '崩坏：星穹铁道', '前瞻特别节目', '崩坏星穹铁道', '米哈游', 'miHoYo', '银河漫游']",1792
【每天6杯咖啡】我的身体发生了什么变化?!,BV1G8411f7cX,https://b23.tv/BV1G8411f7cX,帅soserious,4427691,9670,7045,162402,57920,55483,36843,"['打造我的好身材', '运动', '健身', '咖啡', '减肥', '健身', '减脂', '咖啡因', '熬夜', '睡眠', '多巴胺', '疲劳', '一起fun放假']",687
可爱…就是女生的必杀技！,BV1du411p7dk,https://b23.tv/BV1du411p7dk,#NAME?,3562034,2301,2174,179146,17820,37941,4235,"['桃花笑', '我在B站过六一', '舞蹈', '国风舞蹈', '中国风', '翻跳', '4K', '国风', '可爱', '舞蹈翻跳']",78
消失的18块,BV1em4y14762,https://b23.tv/BV1em4y14762,甜蜜老张,9807188,3331,2745,325426,8581,33775,15895,"['搞笑研究所', '生活', '搞笑', '高能', '数学', '车费', '尴尬', '沙雕', '争辩', '坐公交', '喜仔', '搞笑研究所2023 3.0']",164
住手啊！要看不过来了！2023年7月新番导视！【泛式】,BV1sd4y1f7j6,https://b23.tv/BV1sd4y1f7j6,泛式,4696139,29115,7148,314744,97323,85702,16611,"['动画', '动漫杂谈', '死神', '咒术回战', '搞笑', 'FATE', '新番', '泛式', '吐槽', '杂谈', '异世界', '七月新番']",862
小傲小潮到处跑！整点淄博小烧烤！,BV1Um4y1474e,https://b23.tv/BV1Um4y1474e,小傲想睡觉,7607144,25281,3306,245750,61265,85903,3676,"['搞笑研究所', '生活', '搞笑', '烧烤', '自驾游', '探店', '旅游', 'vlog', '美食', '生活记录', '高能', '小潮院长', '搞笑研究所2023 4.0']",1177
能不能在法庭上整活（11）,BV1eh4y1o7v7,https://b23.tv/BV1eh4y1o7v7,俏佳人xxx,4412087,12615,5127,581820,48274,31003,8289,"['热点观察局', '知识', '社科·法律·心理', '法律', '星海计划', '国徽法', '普法']",277
《神兵小将》魔兽魔兽乖，坏人都被赶跑啦！,BV14h4y147Se,https://b23.tv/BV14h4y147Se,浅影阿_,2170022,2138,3004,140987,42437,28683,7363,"['不怕', '寻找儿歌区up主', '音乐', '翻唱', '童年', '神兵', '小将', '回忆杀', '爱就哔需说出来']",145
被广泛误读的《海的女儿》原版到底有多震撼？大量隐藏原文！真正的结局将颠覆你的童年记忆…,BV1Zm4y1t7AX,https://b23.tv/BV1Zm4y1t7AX,二二酸酸,7145793,11886,9486,530395,162070,349036,50435,"['影视文化漫谈', '影视', '影视杂谈', '小美人鱼', '手书', '动画', '迪士尼', '海的女儿', '童年', '电影', '安徒生', '童话', '一起fun放假']",476
前奏一响！没错…是童年无限循环的那首歌～《想你的365天》,BV1GP411D7Ut,https://b23.tv/BV1GP411D7Ut,咻咻满,2807130,8635,4355,116374,56679,41573,14117,"['想你的365天', '新世代音乐人计划女生季', '音乐', '翻唱', '宝莲灯', '开口跪', '翻唱', '童年回忆', '李玟', '回忆杀', 'CoCo']",323
伍佰给别人写的歌是什么水平?丨HOPICO,BV1uM4y1B751,https://b23.tv/BV1uM4y1B751,HOPICO,2604980,8789,4250,118483,61239,28864,12593,"['被动', '音乐分享官', '音乐', '乐评盘点', '莫文蔚', '王菲', 'MV', '怀旧', '伍佰', '音乐', '华语音乐', '经典', 'HOPICO', '音乐分享官7.0']",1018
南方火锅vs北方火锅【定格动画】,BV1Wu411s78B,https://b23.tv/BV1Wu411s78B,红胡子老爹定格工坊,1803040,611,1123,159139,43288,12100,6404,"['吃谷人的手作幻想', '生活', '手工', '定格动画', '美食', '原创', '解压', '治愈系', '一起做手工吧6.0艺术幻想季']",101
《第二十五单心愿未完成》,BV1TX4y1a74m,https://b23.tv/BV1TX4y1a74m,好梦一日游zi,4699265,3891,4082,586656,317534,68387,16521,"['生活', '日常', '心愿', '好梦一日游']",388
【传染病简史5】狂犬病：例无虚发，病死率99.99%的不治之症,BV1nd4y1f7Lo,https://b23.tv/BV1nd4y1f7Lo,医学科普联盟,2824659,15708,6350,165285,54538,33191,7657,"['知识', '科学科普', '生物', '科学', '健康', '科普', '传染病', '传染病简史', '疫苗', '狂犬病']",651
让17位UP主续写同一段旋律，结果居然...?,BV1sX4y1h7yK,https://b23.tv/BV1sX4y1h7yK,-LKs-,2391842,87568,5663,210288,81187,93865,12258,"['행복을 찾아서 (피쳐링. 조현아 Of 어반자카파) (寻找幸福)', '新世代音乐人计划女生季', '音乐', '乐评盘点', '编曲', '电音', '原创', '高能', '作曲', '创意', 'remix', '挑战', '整活']",1391
九龄｜极乐净土｜虽迟但到、索尼超甜～,BV12L411v7m6,https://b23.tv/BV12L411v7m6,是一只九龄,5821020,4525,4135,284119,74058,92159,15094,"['極楽浄土', '再跳一遍《极乐净土》回忆杀', '舞蹈', '宅舞', '极乐净土', '宅舞', '索尼', 'SONY', '4k', '新人向舞蹈', '舞蹈热点情报站']",190
第一次带妈妈旅行！此刻她既自信又明朗～,BV15M4y1i72K,https://b23.tv/BV15M4y1i72K,阿靖zi-,1074398,787,1063,167305,16802,11043,2046,"['时尚', '美妆护肤', '化妆', '美妆', '妈妈', '旅行', '日常', '自信']",127
【苏司喵】和ITZY一起跳Cheshire！梦想演唱会后台采访VLOG,BV1Mm4y147y3,https://b23.tv/BV1Mm4y147y3,苏司喵susiemeoww,2386689,2061,3050,235829,16567,36458,11332,"['Cheshire', '花式安利梦想演唱会', '舞蹈', '明星舞蹈', 'ITZY', '韩舞', '明星舞蹈', '梦想演唱会', '舞蹈翻跳', 'K-Pop', 'KPOP人集合企划']",208
川 渝 美 女 三 选 一 💜,BV1gX4y1a7jK,https://b23.tv/BV1gX4y1a7jK,河野华,1915117,935,1900,121618,15620,23490,2466,"['Queencard', '金铲铲香水宝石', '时尚', '仿妆cos', '锐雯', '4K', '英雄联盟', '金铲铲激励计划', '河野华', '奥莉安娜', '迦娜', 'Cosplay', '姜生花', '六二二']",71
小伙带着粉丝寄来的15个快递盲盒挑战孤岛求生，开局就让人大跌眼镜，直接原地降落,BV1jL411q7ZE,https://b23.tv/BV1jL411q7ZE,黄天麒_,4798680,5862,1222,52813,10098,94523,3527,"['记录出行的快乐', '生活', '出行', '荒岛求生', '拆盲盒', '快递求生', '另类生存挑战第五季', '一起fun放假']",639
刘备临终托孤的地方，李白笔下的白帝城，这里为何能名流千古？,BV19o4y1T79N,https://b23.tv/BV19o4y1T79N,巡游轨迹,3141958,8970,1818,36617,19916,12728,2352,"['a1868', 'bilibili旅行奇遇记', '生活', '出行', '房车', '自驾游', '历史', '旅游', 'vlog', '美食', '生活', '重庆', '旅行']",2135
可是我还活着,BV1Am4y1b7E7,https://b23.tv/BV1Am4y1b7E7,無無無鱼子,1553201,3592,3085,278327,134498,77962,8205,"['每一颗行星都是你', '科技妙想创作季', '动画', '短片·手书', '手书', '绘画', '13代酷睿轻薄本', '创作', '过程分享', '科学妙想创作季  创想力征稿活动']",700
这3分钟，我拍了整整一年。。。,BV1AL411q7Uz,https://b23.tv/BV1AL411q7Uz,韩小四AprilHan,1676649,3331,3022,122563,33962,22271,10598,"['Equality 7-2521', '记录我的健康生活', '运动', '健身', '健身', '怀孕身材变化', '一起fun放假', '孕肚', '产后瘦身', '塑形瘦身']",228
童年梦想成真！加菲猫的美味千层面秘方被我发现了……,BV1d24y1A7W9,https://b23.tv/BV1d24y1A7W9,二喵的饭,2984345,3082,1476,214093,28636,53673,7678,"['芬芳五月·美食探寻季', '美食', '美食制作', '厨艺', '美食', '搞笑', '生活', '美食教程', '美食制作', '诚实一口', '诚实一口蛋白专家', '动漫美食', '四季美食·芬芳五月·美食探寻季']",360
更适合中国宝宝的学士服怎么准备？！进来抄作业！,BV1fV4y1B7e7,https://b23.tv/BV1fV4y1B7e7,贰一七,415999,182,653,47489,1472,27237,2277,"['B-buy时尚服饰大赏', '时尚', '穿搭', '汉服', '穿搭', '服饰', '学士服']",84
“燃尽的欢宜香，是她的救赎。”,BV1Hs4y1M723,https://b23.tv/BV1Hs4y1M723,惯兰君,770195,1155,1134,82513,22675,23862,5199,"['若梦', '经典好剧考古安利', '影视', '影视剪辑', '影视剪辑', '甄嬛传', '华妃', '年答应', '欢宜香', '甄嬛', '皇上', '年世兰', '华贵妃', '星动安利大作战·初夏篇']",428
当不同分区的up主一起跳《极乐净土》,BV1nX4y1C72J,https://b23.tv/BV1nX4y1C72J,-欣小萌-,7591528,12638,9012,944526,387959,246188,40410,"['極楽浄土', '舞蹈', '宅舞', '极乐净土', '逍遥散人', '老番茄', '花少北', '绵羊料理', '某幻', '中国boy', '小潮院长', '盗月社']",181
不好意思，在球场我不会给任何人机会！,BV1ks4y1M7sz,https://b23.tv/BV1ks4y1M7sz,永琪吗,8018152,4096,4854,1016739,78540,92441,51892,"['生活', '搞笑', '足球', '体育', '篮球']",78
在重庆，只有魔法能战胜魔法。,BV1eo4y1G7iJ,https://b23.tv/BV1eo4y1G7iJ,不自由摄影师winga,4823032,5223,8988,371674,168677,89777,43180,"['科技', '数码', '手机', '摄影', '魔法', '创意', '特效', '脑洞', 'Magic5', '荣耀', '城市']",394
【速效休息】20分钟躺平冥想，重启大脑提高专注力,BV1nm4y1t7t5,https://b23.tv/BV1nm4y1t7t5,范李猿,8345899,39410,5512,554747,210769,733239,117157,"['打造我的好身材', '运动', '健身', '冥想', '高考', 'yoga nidra', '瑜伽放松术', '午睡', '失眠', '放松', '睡眠', '休息', '一起fun放假']",1265
推东北偶像，当然要用东北话来打call ！！长春地下偶像Blossom首次公演歌切（字幕附）,BV14c411A72x,https://b23.tv/BV14c411A72x,Riana家的ghost,5569486,8939,12684,287534,46729,104044,179374,"['在东北的小偶像', '一起来看live', '音乐', '音乐现场', '东北话', '音乐现场', 'LIVE', '地下偶像', '长春', '打call', '地下艺', '大金链子小手表', 'Blossom']",200
【医学博士】熬夜后这四个迹象！说明你的身体已经到极限了！I 连续熬夜一年，这是身体的变化,BV1pu411x7m8,https://b23.tv/BV1pu411x7m8,兔叭咯,5386541,7864,7825,288465,74139,142143,51004,"['万物研究所', '知识', '科学科普', '医学', '健康', '搞笑', '祛痘', '脱发', '熬夜', '猝死', '沙雕', '控油']",481
【冰冰vlog.009】喂食记,BV1TM4y1B7Kh,https://b23.tv/BV1TM4y1B7Kh,吃花椒的喵酱,2474929,5401,6267,220455,86440,27703,12728,"['生活', '日常', '旅游', '生活记录']",397
兆惠·平准战争：乾隆的怒火，如何摧毁一个国家？【乾隆往事】,BV1cX4y1y7qR,https://b23.tv/BV1cX4y1y7qR,正直讲史-李正Str,2891931,35915,17048,174601,173657,51782,10985,"['历史人文档案馆', '知识', '人文历史', '历史', '人文', '战争', '傅恒', '兆惠', '平准战争', '准噶尔', '清朝', '乾隆']",3534
要被这曹操盖饭笑死哈哈哈！,BV1jP41197yV,https://b23.tv/BV1jP41197yV,龙大人不喷火,9032510,8305,4360,530988,140662,171208,81842,"['鬼畜星探企划', '鬼畜', '人力VOCALOID', '新三国', '曹操', '搞笑', '蜜汁带感', '沙雕', '曹操盖饭']",127
欢迎来到大学生的世界，高考生们。,BV1ZV4y1B7Df,https://b23.tv/BV1ZV4y1B7Df,豆豆豆豆逗是我,7828645,5232,7569,561944,252412,229955,37453,"['I Really Want to Stay At Your House', '搞笑研究所', '生活', '搞笑', '毕业季', '高考', '第一人称', '高考加油', '校园', '沉浸式', '大学生', '大学生活', '搞笑研究所2023 3.0']",492
亚洲最年轻的国家在哪里？【奇葩小国47】,BV1No4y1G7t3,https://b23.tv/BV1No4y1G7t3,小约翰可汗,6694982,50835,13226,343511,197501,60760,13179,"['历史人文档案馆', '知识', '人文历史', '历史', '知识', '奇闻', '战争', '葡萄牙', '世界史', '亚洲', '小国', '东帝汶']",1938
工业化流水线洗狗,BV1FM4y1i79V,https://b23.tv/BV1FM4y1i79V,九品芝麻铲屎官,4972888,8942,4769,446979,235742,69837,70954,"['Tritsch, Tratsch Polka, Op. 214', '小动物翻新计划', '动物圈', '汪星人', '金毛', '喵星人', '搞笑', '可爱', '日常', '造孽啊', '乡村', '洗澡', '工业化', '动物观察局20.0·铲屎官的茶话会']",472
��👉 盒↗盒↗盒↘盒↘盒,BV1sc411N76j,https://b23.tv/BV1sc411N76j,球球特别大,5092495,1983,5965,269753,32277,69450,14843,"['Midnight City', '鬼畜星探企划', '鬼畜', '鬼畜调教', '哈哈哈', '鬼畜素材', '生草', '加菲笑', '沙雕', 'R星出品', '大熊和奏']",91
我和吕思清老师合作啦！把古诗词改成原创歌曲《观书有感》,BV1fs4y1K7wp,https://b23.tv/BV1fs4y1K7wp,Vicky宣宣,2384640,2058,2083,311379,88941,42868,7277,"['音乐合伙人', '音乐', '原创音乐', '原创歌曲', '原创音乐', '音乐', 'Vicky宣宣', '古诗词', '吕思清', '经典咏流传', '音乐合伙人3.0Hikoon宣传月']",443
《原神》角色演示-「绮良良：歧尾万巷行」,BV1sP411d7Jc,https://b23.tv/BV1sP411d7Jc,原神,3823155,7370,11062,257746,50629,31675,39514,"['游戏', '手机游戏', '原神', '原神3.7', '米哈游', 'miHoYo', '绮良良', '决斗召唤之巅']",80
我被开除啦！！,BV14V4y167de,https://b23.tv/BV14V4y167de,小傲想睡觉,7178819,14144,2932,313356,79480,80653,3979,"['搞笑研究所', '生活', '搞笑', '自驾游', 'vlog', '美食', '生活', '娱乐', '生活记录', '记录', '美食测评', '小潮院长', '搞笑研究所2023 3.0']",826
明天她要结婚了，我该怎么办？,BV1Ws4y1M7e2,https://b23.tv/BV1Ws4y1M7e2,盗月社食遇记,3427943,11481,3734,240935,181240,32476,3422,"['520·爱要大声说出来', '生活', '日常', '婚礼', '农村', 'vlog', '搞笑', '日常', '生活', '记录', '盗月社', '有把握就选C', '一点CC全能扫地机', '爱就哔需说出来']",1537
以为是只白斩鸡，一刀下去好震惊！,BV1Th411c7q5,https://b23.tv/BV1Th411c7q5,绵羊料理,6672280,13148,2094,430116,176864,56133,5861,"['分享你的夏日必吃美食', '美食', '美食制作', '甜点', '甜品', '烘焙', '厨艺', '搞笑', '美食教程', '美食制作', '诚实一口蛋白专家', '玉子烧', '四季美食·芬芳五月·美食探寻季']",462
喧闹任其喧闹 自有我自为之，我自风情万种 与世无争。,BV11s4y1M7av,https://b23.tv/BV11s4y1M7av,良田田田,3225178,5091,8962,534656,178973,31498,6686,"['时尚', '时尚潮流', '素人改造']",242
一面镜子100万？我们想给空气照张相，于是……,BV1kV4y1B7TC,https://b23.tv/BV1kV4y1B7TC,影视飓风,5596026,8161,3548,411980,93936,74606,10336,"['618哔买清单', '知识', '科学科普', '4K', '科学', '摄影', '科普', '物理', '小米', '光学', '纹影', '空调']",541
你真的看懂拜月了吗？拜月背后的宗教霸权与科技忧思！【仙剑奇侠传深度解析02】,BV1fM4y1q79Y,https://b23.tv/BV1fM4y1q79Y,Claire的编辑室,845896,5593,2345,41187,23745,11823,3157,"['影视文化漫谈', '影视', '影视杂谈', '仙剑奇侠传', '胡歌', '刘亦菲', '李逍遥', '反派', '影评杂谈', '拜月教主', '宗教', '仙侠剧', '一起fun放假']",1172
【碧蓝航线6周年】「碧海流年，心跳如初——碧蓝航线6周年特别放送」全程回顾,BV1Uo4y1F7eq,https://b23.tv/BV1Uo4y1F7eq,碧蓝航线,3299083,9750,3877,136855,19279,15560,3013,"['碧蓝航线6周年生日快乐', '游戏', '手机游戏', '碧蓝航线', '手机游戏', '游戏视频', '游戏', '手游', '碧蓝', '6周年', '碧蓝航线6周年']",6553
百人爆肝4000小时⚡史上最强阴阳师cosplay⚡看过的人都…,BV1Mc411A7uP,https://b23.tv/BV1Mc411A7uP,萧影殿下,1717557,9047,6304,142697,117802,63462,29474,"['予我重逢', '阴阳师激励计划', '游戏', '手机游戏', '微电影', '4K', '阴阳师', '天域篇', '千年之守', '八岐大蛇', '须佐之男', '不知火', 'Cosplay', '阴阳师520激励计划']",885
被老婆夸是全世界最会做猪蹄的男人。,BV1Eh4y14789,https://b23.tv/BV1Eh4y14789,日食记,5214338,4950,3945,238700,45383,106323,62368,"['分享你的夏日必吃美食', '美食', '美食制作', '猪蹄', '夜宵', '厨艺', '家常菜', '美食', '美食制作', '美食教程', '蹄花', '蘸水', '四季美食·芬芳五月·美食探寻季']",197
⚡️卡芙卡⚡️我们还能不能再见面⚡️😭,BV16o4y1F7Vi,https://b23.tv/BV16o4y1F7Vi,一奶茶本茶一,2035831,1013,1866,284101,37750,87359,25844,"['求佛', '崩坏：星穹铁道创作者激励计划', '动画', '短片·手书', '崩坏：星穹铁道', '搞笑', '卡芙卡', '通往群星的轨道']",82
耗时20天！在纸上玩火影忍者,BV1So4y1G7hn,https://b23.tv/BV1So4y1G7hn,棕与灰9,3639750,1665,1582,312882,138677,74193,10664,"['昇竜', '动画短片群星计划', '动画', '短片·手书', '定格动画', '鸣人', '手绘', '火影忍者手游', '绘画', '手工', '九喇嘛鸣人', '动画短片群星计划 第八期']",150
玫瑰花是如何度过520的,BV1yP41197PH,https://b23.tv/BV1yP41197PH,张津铭,2895543,568,1266,446278,21736,28619,5693,"['Loving Strangers', '520捡垃圾攻略', '时尚', '时尚潮流', '穿搭', '服饰', '玫瑰花', '夏日憧憬季']",57
绝望周末又开始了,BV1Xg4y1F7ds,https://b23.tv/BV1Xg4y1F7ds,疯狂小杨哥,6043575,2252,2104,359592,13758,27294,2606,"['情侣搞笑日常', '生活', '搞笑', '爱就哔需说出来']",99
这一嗓子直接让我回到了快乐星球！！！,BV1zm4y1t7P7,https://b23.tv/BV1zm4y1t7P7,真栗,3455130,2217,2966,138764,62161,40948,7619,"['月亮船', '青年一派 唱响新声', '音乐', '翻唱', '翻唱', '快乐星球', '治愈向', '经典', '童年', 'cover', '女声翻唱']",215
哈哈哈道爷我成了！🔥《道诡异仙》真人版,BV1sc411K79t,https://b23.tv/BV1sc411K79t,紫醉小迷兒,1175711,1278,3054,79852,31512,28350,18415,"['打卡网文名场面', '影视', '影视剪辑', '吴磊', '配音', '起点', '恐怖', '道诡异仙', '李火旺', '道诡', '坐忘道', '整活']",136
这位更是重量级,BV1xg4y1c7ua,https://b23.tv/BV1xg4y1c7ua,姜峰真的苟,7795338,2141,2392,733390,23413,156344,32417,"['夏日整活大赏', '生活', '搞笑', '搞笑研究所2023 3.0']",111
在淄博烧烤店打工是一种什么体验,BV12h4y1t7dV,https://b23.tv/BV12h4y1t7dV,拉宏桑,1956873,3140,1418,115986,27604,7478,1920,"['bilibili旅行奇遇记', '生活', '出行', '烧烤', '搞笑', '生活', '日常', '搞笑视频', '生活记录', '淄博烧烤', '淄博']",497
这个游戏出现在21世纪还是太先锋了,BV1UV4y1z77S,https://b23.tv/BV1UV4y1z77S,某幻君,4091792,16079,3375,297456,177641,123165,15823,"['游戏', '单机游戏', '搞笑', '娱乐', '游戏杂谈', '游戏', '某幻', 'ONESHOT', '沙雕', '21世纪']",1873
进 来 看 姬 小 满 踢 腿！ 🔥,BV1uk4y1x7N5,https://b23.tv/BV1uk4y1x7N5,河野华,3978713,1553,1629,200495,32417,53701,4707,"['小满摸鱼法则', '王者荣耀S31赛季', '舞蹈', '宅舞', '漫展', 'COSPLAY', '4K', '宅舞', '王者荣耀UP主激励计划', '河野华', '姬小满', '踢腿', '摸鱼法则']",113
赚翻了！“无用脚踏”带来这么多好处！,BV18V4y167Vn,https://b23.tv/BV18V4y167Vn,墨轩TG,930686,640,1412,116106,89430,9785,480,"['His Theme', '2023英雄联盟MSI', '游戏', '网络游戏', '英雄联盟', '搞笑', '电子竞技', '好处', '无用']",167
